"SNOConversation","I0","I1","I2","GbidItem","Noname1","Noname2","SNOQuestCurrent","I3","SNOQuestAssigned","SNOQuestActive","SNOQuestComplete","SNOQuestRange","SNOLevelArea","Id","Act"
"142169","0","2","3","-1","","","-1","0","-1","57331","-1","-1","-1","686","100"
"195913","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","687","100"
"142174","0","2","3","-1","","","-1","1","-1","78264","-1","-1","-1","688","100"
"160091","0","7","3","-1","","","-1","-1","-1","93684","-1","-1","-1","689","200"
"142178","0","2","3","-1","","","-1","1","-1","78266","-1","-1","-1","690","100"
"142182","0","2","3","-1","","","-1","47","-1","57335","-1","-1","-1","691","100"
"142186","0","2","3","-1","","","-1","25","-1","57337","-1","-1","-1","692","100"
"142190","0","2","3","-1","","","-1","58","-1","93396","-1","-1","-1","693","100"
"142194","0","2","3","-1","","","-1","0","-1","57331","-1","-1","-1","694","100"
"160110","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","695","200"
"142198","0","2","3","-1","","","-1","1","-1","78264","-1","-1","-1","696","100"
"160116","0","2","3","-1","","","-1","-1","-1","93684","-1","-1","-1","697","200"
"213860","1","13","3","-1","","","-1","9","-1","74128","-1","-1","-1","698","100"
"195946","0","7","3","-1","","","-1","60","-1","57335","-1","-1","-1","699","100"
"186990","3","10","3","-1","","","-1","40","-1","57335","-1","-1","-1","700","100"
"142205","0","2","3","-1","","","-1","1","-1","78266","-1","-1","-1","701","100"
"204905","1","13","3","-1","","","-1","-1","-1","93595","-1","-1","-1","702","200"
"160121","0","2","3","-1","","","-1","-1","-1","93691","-1","-1","-1","703","200"
"142209","0","2","3","-1","","","-1","47","-1","57335","-1","-1","-1","704","100"
"151167","1","13","3","-1","","","-1","46","-1","87700","-1","-1","-1","705","0"
"160125","0","2","3","-1","","","-1","-1","-1","101756","-1","-1","-1","706","200"
"142213","0","9","3","-1","","","-1","25","-1","57337","-1","-1","-1","707","100"
"160131","0","2","3","-1","","","-1","8","-1","101750","-1","-1","-1","708","200"
"160136","0","2","3","-1","","","-1","-1","-1","101758","-1","-1","-1","709","200"
"187015","3","10","3","-1","","","-1","39","-1","57337","-1","-1","-1","710","100"
"142230","0","2","3","-1","","","-1","58","-1","93396","-1","-1","-1","711","100"
"142235","0","2","3","-1","","","-1","0","-1","57331","-1","-1","-1","712","100"
"79537","0","9","3","-1","","","-1","7","-1","72095","-1","-1","-1","713","0"
"160152","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","714","200"
"142239","0","2","3","-1","","","-1","1","-1","78264","-1","-1","-1","715","100"
"79541","0","9","3","-1","","","-1","7","-1","72095","-1","-1","-1","716","0"
"142243","0","2","3","-1","","","-1","1","-1","78266","-1","-1","-1","717","100"
"79547","0","9","3","-1","","","-1","7","-1","72095","-1","-1","-1","718","0"
"142247","0","2","3","-1","","","-1","47","-1","57335","-1","-1","-1","719","100"
"195990","5","13","3","-1","","","-1","0","-1","-1","-1","-1","-1","720","100"
"142251","0","2","3","-1","","","-1","25","-1","57337","-1","-1","-1","721","100"
"142258","0","2","3","-1","","","-1","0","-1","57331","-1","-1","-1","722","100"
"160173","0","2","3","-1","","","-1","-1","-1","93684","-1","-1","-1","723","200"
"142263","0","2","3","-1","","","-1","1","-1","78264","-1","-1","-1","724","100"
"160181","0","11","3","-1","","","-1","16","-1","93595","-1","-1","-1","725","200"
"142267","0","2","3","-1","","","-1","1","-1","78266","-1","-1","-1","726","100"
"142271","0","2","3","-1","","","-1","47","-1","57335","-1","-1","-1","727","100"
"142275","0","2","3","-1","","","-1","25","-1","57337","-1","-1","-1","728","100"
"160196","0","11","3","-1","","","-1","-1","-1","93684","-1","-1","-1","729","200"
"196041","1","13","3","-1","","","-1","54","-1","72221","-1","-1","-1","730","0"
"160214","0","11","3","-1","","","-1","-1","-1","93691","-1","-1","-1","731","200"
"196043","1","13","3","-1","","","-1","54","-1","72221","-1","-1","-1","732","0"
"187093","3","10","3","-1","","","-1","31","-1","78266","-1","-1","-1","733","100"
"160228","0","11","3","-1","","","-1","-1","-1","101756","-1","-1","-1","734","200"
"142325","0","2","3","-1","","","-1","58","-1","93396","-1","-1","-1","735","100"
"169197","1","13","3","-1","","","-1","52","-1","80322","-1","-1","-1","736","100"
"160245","0","11","3","-1","","","-1","8","-1","101750","-1","-1","-1","737","200"
"142334","0","10","3","-1","","","-1","2","-1","72801","-1","-1","-1","738","0"
"142336","0","2","3","-1","","","-1","21","-1","57331","-1","-1","-1","739","100"
"160260","0","11","3","-1","","","-1","-1","-1","101758","-1","-1","-1","740","200"
"187134","0","9","3","-1","","","-1","8","-1","93595","-1","-1","-1","741","200"
"187138","0","9","3","-1","","","-1","-1","-1","93684","-1","-1","-1","742","200"
"187142","0","9","3","-1","","","-1","-1","-1","93691","-1","-1","-1","743","200"
"169231","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","744","100"
"187146","0","9","3","-1","","","-1","-1","-1","101756","-1","-1","-1","745","200"
"187150","0","9","3","-1","","","-1","-1","-1","101750","-1","-1","-1","746","200"
"106538","0","2","3","-1","","","-1","0","-1","106541","-1","-1","-1","747","0"
"160283","0","9","3","-1","","","-1","16","-1","93595","-1","-1","-1","748","200"
"187155","0","9","3","-1","","","-1","-1","-1","101758","-1","-1","-1","749","200"
"106543","1","11","3","-1","","","-1","7","-1","106541","-1","-1","-1","750","0"
"160289","0","9","3","-1","","","-1","-1","-1","93684","-1","-1","-1","751","200"
"187161","0","13","3","-1","","","-1","69","-1","73236","-1","-1","-1","752","0"
"160293","0","9","3","-1","","","-1","-1","-1","93691","-1","-1","-1","753","200"
"169261","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","754","200"
"160307","0","9","3","-1","","","-1","-1","-1","101756","-1","-1","-1","755","200"
"187182","0","10","3","-1","","","-1","31","-1","78266","-1","-1","-1","756","100"
"142401","0","2","3","-1","","","-1","-1","-1","57331","-1","-1","-1","757","100"
"169275","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","758","200"
"160322","0","9","3","-1","","","-1","8","-1","101750","-1","-1","-1","759","200"
"196152","1","13","3","-1","","","-1","-1","-1","93684","-1","-1","-1","760","200"
"187197","0","10","3","-1","","","-1","31","-1","78266","-1","-1","-1","761","100"
"169289","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","762","200"
"160336","0","9","3","-1","","","-1","-1","-1","101758","-1","-1","-1","763","200"
"205123","0","11","3","-1","","","-1","18","-1","93684","-1","-1","-1","764","200"
"205127","0","11","3","-1","","","-1","18","-1","93684","-1","-1","-1","765","200"
"160354","0","2","3","-1","","","-1","16","-1","93595","-1","-1","-1","766","200"
"169319","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","767","300"
"160362","0","2","3","-1","","","-1","-1","-1","93684","-1","-1","-1","768","200"
"160367","0","2","3","-1","","","-1","-1","-1","93691","-1","-1","-1","769","200"
"160372","0","2","3","-1","","","-1","-1","-1","101756","-1","-1","-1","770","200"
"160377","0","2","3","-1","","","-1","8","-1","101750","-1","-1","-1","771","200"
"160382","0","2","3","-1","","","-1","-1","-1","101758","-1","-1","-1","772","200"
"169345","3","10","3","-1","","","-1","0","-1","-1","-1","-1","-1","773","300"
"187263","0","7","3","-1","","","-1","8","-1","57335","-1","-1","-1","774","100"
"61866","0","13","3","-1","","","-1","35","-1","57337","-1","-1","-1","775","100"
"187278","0","7","3","-1","","","-1","8","-1","57335","-1","-1","-1","776","100"
"142547","0","10","3","-1","","","-1","58","-1","93396","-1","-1","-1","777","100"
"142549","0","10","3","-1","","","-1","-1","-1","78264","-1","-1","-1","778","100"
"142551","0","10","3","-1","","","-1","27","-1","57339","-1","-1","-1","779","100"
"142563","0","9","3","-1","","","-1","-1","-1","78264","-1","-1","-1","780","100"
"178394","0","13","3","-1","","","-1","69","-1","73236","-1","-1","-1","781","0"
"205268","1","13","3","-1","","","-1","1","-1","205337","-1","-1","-1","782","200"
"205272","1","13","3","-1","","","-1","0","-1","-1","-1","-1","-1","783","200"
"205276","0","7","3","-1","","","-1","0","-1","-1","-1","-1","-1","784","200"
"151534","3","10","3","-1","","","-1","-1","-1","93595","-1","-1","-1","785","200"
"151536","3","10","3","-1","","","-1","-1","-1","101750","-1","-1","-1","786","200"
"151538","3","10","3","-1","","","-1","-1","-1","101750","-1","-1","-1","787","200"
"205285","0","2","3","-1","","","-1","0","-1","-1","-1","-1","-1","788","200"
"106760","0","7","3","-1","","","-1","21","-1","72801","-1","-1","-1","789","0"
"205290","0","10","3","-1","","","-1","50","-1","80322","-1","-1","-1","790","100"
"205296","1","11","3","-1","","","-1","2","-1","57331","-1","-1","-1","791","100"
"196366","1","13","3","-1","","","-1","-1","-1","101758","-1","-1","-1","792","200"
"160538","0","10","3","-1","","","-1","42","-1","87700","-1","-1","-1","793","0"
"205324","0","7","3","-1","","","-1","0","-1","-1","-1","-1","-1","794","200"
"142629","0","9","3","-1","","","-1","-2","-1","-1","-1","-1","-1","795","0"
"97852","5","13","3","-1","","","-1","50","-1","80322","-1","-1","-1","796","100"
"142647","0","9","3","-1","","","-1","25","-1","57337","-1","-1","-1","797","100"
"178525","5","9","3","-1","","","-1","0","-1","-1","-1","-1","-1","798","200"
"160629","0","10","3","-1","","","-1","42","-1","87700","-1","-1","-1","799","0"
"142720","0","9","3","-1","","","-1","-2","-1","-1","-1","-1","-1","800","0"
"142722","0","9","3","-1","","","-1","-2","-1","-1","-1","-1","-1","801","0"
"160644","1","13","3","-1","","","-1","5","-1","101758","-1","-1","-1","802","200"
"187521","0","13","3","-1","","","-1","8","-1","57335","-1","-1","-1","803","100"
"151713","3","10","3","-1","","","-1","-1","-1","93595","-1","-1","-1","804","200"
"151716","0","10","3","-1","","","-1","-1","-1","93595","-1","-1","-1","805","200"
"151718","3","10","3","-1","","","-1","-1","-1","93691","-1","-1","-1","806","200"
"187581","0","10","3","-1","","","-1","8","-1","57335","-1","-1","-1","807","100"
"80100","0","9","3","-1","","","-1","35","-1","72221","-1","-1","-1","808","0"
"187606","0","10","3","-1","","","-1","8","-1","57335","-1","-1","-1","809","100"
"196579","1","13","3","-1","","","-1","-1","-1","114795","-1","-1","-1","810","300"
"196583","0","13","3","-1","","","-1","-1","-1","114795","-1","-1","-1","811","300"
"142846","3","10","3","-1","","","-1","35","-1","72221","-1","-1","-1","812","0"
"187652","0","9","3","-1","","","-1","30","-1","113910","-1","-1","-1","813","300"
"187656","0","9","3","-1","","","-1","-1","-1","112498","-1","-1","-1","814","300"
"187660","0","9","3","-1","","","-1","30","-1","113910","-1","-1","-1","815","300"
"187665","0","9","3","-1","","","-1","-1","-1","114795","-1","-1","-1","816","300"
"187670","0","9","3","-1","","","-1","-1","-1","114901","-1","-1","-1","817","300"
"116021","5","7","3","-1","","","-1","-2","-1","-1","-1","-1","-1","818","100"
"142906","0","9","3","-1","","","-1","-1","-1","93396","-1","-1","-1","819","100"
"107080","1","13","3","-1","","","-1","-1","-1","107098","-1","-1","-1","820","0"
"142910","0","9","3","-1","","","-1","-1","-1","78264","-1","-1","-1","821","100"
"116078","0","11","3","-1","","","-1","41","-1","72221","-1","-1","-1","822","0"
"142963","0","9","3","-1","","","-1","1","-1","78266","-1","-1","-1","823","100"
"116126","0","9","3","-1","","","-1","-1","-1","117779","-1","-1","-1","824","0"
"80312","0","13","3","-1","","","-1","27","-1","57339","-1","-1","-1","825","100"
"80314","0","9","3","-1","","","-1","58","-1","80322","-1","-1","-1","826","100"
"107186","1","13","3","-1","","","-1","10","-1","107098","-1","-1","-1","827","0"
"143020","3","10","3","-1","","","-1","35","-1","72221","-1","-1","-1","828","0"
"178852","0","11","3","-1","","","-1","21","-1","121792","-1","-1","-1","829","100"
"80329","1","13","3","-1","","","-1","27","-1","57339","-1","-1","-1","830","100"
"143055","0","9","3","-1","","","-1","-1","-1","80322","-1","-1","-1","831","100"
"152021","3","10","3","-1","","","-1","-1","-1","93595","-1","-1","-1","832","200"
"143064","0","2","3","-1","","","-1","-1","-1","80322","-1","-1","-1","833","100"
"17667","1","13","3","-1","","","-1","17","-1","72095","-1","-1","-1","834","0"
"152025","3","10","3","-1","","","-1","-1","-1","93684","-1","-1","-1","835","200"
"143068","0","9","3","-1","","","-1","-1","-1","80322","-1","-1","-1","836","100"
"152027","3","10","3","-1","","","-1","-1","-1","101756","-1","-1","-1","837","200"
"17680","1","13","3","-1","","","-1","-2","-1","-1","-1","-1","-1","838","-1"
"17693","0","10","3","-1","","","-1","42","-1","87700","-1","-1","-1","839","0"
"62505","1","13","3","-1","","","-1","21","-1","57337","-1","-1","-1","840","100"
"62511","0","13","3","-1","","","-1","21","-1","57337","-1","-1","-1","841","100"
"143146","3","10","3","-1","","","-1","35","-1","72221","-1","-1","-1","842","0"
"62544","0","6","3","-1","","","-1","1","-1","60836","-1","-1","-1","843","100"
"62546","0","6","3","-1","","","-1","1","-1","60836","-1","-1","-1","844","100"
"62548","0","6","3","-1","","","-1","1","-1","60836","-1","-1","-1","845","100"
"17800","2","9","3","-1","","","-1","-2","-1","-1","-1","-1","-1","846","-1"
"80513","1","13","3","-1","","","-1","33","-1","57337","-1","-1","-1","847","100"
"134266","1","13","3","-1","","","-1","8","-1","101750","-1","-1","-1","848","200"
"134282","5","11","3","-1","","","-1","5","-1","93691","-1","-1","-1","849","200"
"134291","1","13","3","-1","","","-1","3","-1","93595","-1","-1","-1","850","200"
"152219","0","10","3","-1","","","-1","-1","-1","72095","-1","-1","-1","851","0"
"134311","1","13","3","-1","","","-1","2","-1","93684","-1","-1","-1","852","200"
"107480","5","11","3","-1","","","-1","-2","-1","-1","-1","-1","-1","853","0"
"471065","0","9","3","-1","","","-1","-1","-1","-1","-1","-1","-1","854","0"
"471076","0","9","3","-1","","","-1","-1","-1","-1","-1","-1","-1","855","0"
