"ItemSpecifier_","ItemSpecifier_I2","ItemSpecifier_I1","ItemSpecifier_GBIdAffixes_5","ItemSpecifier_GBIdAffixes_4","ItemSpecifier_GBIdAffixes_3","ItemSpecifier_GBIdAffixes_2","ItemSpecifier_GBIdAffixes_1","ItemSpecifier_GBIdAffixes_0","ItemSpecifier_I0","ItemSpecifier_ItemGBId","Id","I0","SNOSubTreasureClass","Percentage","I1","GBIdQualityClass","I2","I3","SNOCondition","I5","I6"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","441","0","181659","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","442","0","181662","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","443","0","181664","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","444","0","181665","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","445","0","181675","1","10","-1","30","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","446","0","181676","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","447","0","181677","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","448","0","181678","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","449","0","181685","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","450","0","181686","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","451","0","181687","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","452","0","181688","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","453","0","181679","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","454","0","205928","1","0","-768798318","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","88665049","455","2","-1","1","50","-1","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1646417620","456","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","234326221","0","-635269584","457","2","-1","1","60","-1","7","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1646417620","458","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1236604967","459","2","-1","1","100","-1","30","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1646417620","460","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1661412389","461","2","-1","1","60","-1","2","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1815806857","462","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1646417620","463","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572069","464","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572102","465","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572135","466","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572168","467","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","468","0","183165","1","20","-1","98","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","469","0","183164","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","470","0","183163","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","471","0","183161","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","472","0","183162","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","473","0","183159","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","474","0","183158","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","475","0","183166","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","476","0","183160","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","477","0","183168","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","478","0","183169","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","479","1","-1","1","0","-1","60","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1266506293","480","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","481","0","183170","1","20","-1","98","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","482","0","183170","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","483","0","183170","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","484","0","183170","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","485","0","183185","1","10","-1","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","486","0","183188","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","487","0","183175","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","488","0","184231","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","489","0","184227","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","490","0","184225","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","491","0","183168","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","492","0","183169","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","493","0","184231","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","494","0","184227","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","495","0","184225","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","496","0","183163","1","10","-1","30","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","497","0","183161","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","498","0","183162","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","499","0","183159","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","500","0","183158","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","501","0","183166","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","502","0","183160","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","503","0","183168","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","504","0","183169","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1815806857","505","0","181655","1","10","-1","3","9","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","506","0","181656","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","507","0","181657","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","508","0","181658","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","509","0","181659","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","510","0","181662","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","511","0","181664","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","512","0","181665","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1815806857","513","0","183167","1","10","-1","26","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","514","0","183167","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","515","0","183163","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","516","0","183161","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","517","0","183162","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","518","0","183159","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","519","0","183158","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","520","0","183158","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","521","0","183166","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","522","0","183160","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","523","0","183168","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","524","0","183169","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","525","0","183171","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","526","0","183171","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","527","0","183171","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","528","0","183171","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","529","0","183174","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","530","0","183177","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","531","0","183180","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","532","0","183179","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","533","0","51016","0.35","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","126259831","534","2","-1","1","0","-1","-1","-1","-1","3","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","535","0","152793","1","0","145781993","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1874288726","536","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","537","0","51017","0.7","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","538","0","120129","0.5","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","539","1","-1","0.1","0","-1","46","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","540","0","120129","0.1","0","-1","-1","-1","-1","2","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","541","0","51019","0.25","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","542","1","-1","1","60","1241739555","3","9","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","543","1","-1","1","40","-1135427397","3","9","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","544","0","205929","0","40","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","545","0","205930","0","70","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","546","0","50949","0","20","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","547","1","-1","1","60","1241739555","3","10","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","548","1","-1","1","40","-1135427397","3","10","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","549","1","-1","0","30","-1","100","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","550","1","-1","0","10","-1","101","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","551","1","-1","0","15","-1","103","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","552","1","-1","1","8","-1","86","-1","184124","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","553","1","-1","1","4","-1","94","-1","184126","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","554","1","-1","1","4","-1","92","-1","184126","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","555","1","-1","1","4","-1","93","-1","184125","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","556","1","-1","1","4","-1","16","-1","184127","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","557","1","-1","1","4","-1","52","-1","184127","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","558","1","-1","1","1","-1","78","-1","184128","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","559","1","-1","1","3","-1","77","-1","184128","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","560","1","-1","1","60","1241739555","5","9","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","561","1","-1","1","40","-1135427397","5","9","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","562","1","-1","0","5","-1","106","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","563","1","-1","0","10","-1","107","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","564","1","-1","1","10","-1","97","-1","184124","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","565","1","-1","1","10","-1","98","-1","184125","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","566","1","-1","1","10","-1","99","-1","184128","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","567","1","-1","1","10","-1","95","-1","184127","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","568","1","-1","1","10","-1","96","-1","184126","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","569","1","-1","1","30","-1","105","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","570","1","-1","1","15","-1","104","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","571","1","-1","1","10","-1","29","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","572","1","-1","1","10","-1","79","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","573","1","-1","1","10","-1","50","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","574","1","-1","1","10","-1","48","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","575","1","-1","1","10","-1","28","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","576","1","-1","1","60","1241739555","5","10","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","577","1","-1","1","40","-1135427397","5","10","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","578","1","-1","1","60","1241739555","4","9","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","579","1","-1","1","40","-1135427397","4","9","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","580","1","-1","1","60","1241739555","4","10","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","581","1","-1","1","40","-1135427397","4","10","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","582","1","-1","1","60","1241739555","7","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","583","1","-1","1","40","-1135427397","7","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","584","1","-1","1","60","1241739555","24","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","585","1","-1","1","40","-1135427397","24","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","586","1","-1","1","60","1241739555","17","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","587","1","-1","1","40","-1135427397","17","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","588","1","-1","1","60","1241739555","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","589","1","-1","1","40","-1135427397","16","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","590","1","-1","1","60","1241739555","94","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","591","1","-1","1","40","-1135427397","94","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","592","1","-1","1","60","1241739555","13","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","593","1","-1","1","40","-1135427397","13","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","594","1","-1","1","60","1241739555","14","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","595","1","-1","1","40","-1135427397","14","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","596","1","-1","1","60","1241739555","77","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","597","1","-1","1","40","-1135427397","77","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","598","1","-1","1","60","1241739555","104","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","599","1","-1","1","40","-1135427397","104","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","600","1","-1","1","60","1241739555","105","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","601","1","-1","1","40","-1135427397","105","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","602","1","-1","1","60","1241739555","28","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","603","1","-1","1","40","-1135427397","28","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","604","1","-1","1","60","1241739555","29","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","605","1","-1","1","40","-1135427397","29","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","606","1","-1","1","60","1241739555","48","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","607","1","-1","1","40","-1135427397","48","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572067","608","2","-1","1","99","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572068","609","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","610","1","-1","1","60","1241739555","106","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","611","1","-1","1","40","-1135427397","106","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572068","612","2","-1","1","99","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2064572069","613","2","-1","1","1","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","614","1","-1","1","60","1241739555","50","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","615","1","-1","1","40","-1135427397","50","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","616","1","-1","1","60","1241739555","79","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","617","1","-1","1","40","-1135427397","79","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","618","1","-1","1","60","1241739555","26","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","619","1","-1","1","40","-1135427397","26","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","620","1","-1","1","60","1241739555","52","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","621","1","-1","1","40","-1135427397","52","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","622","1","-1","1","60","1241739555","92","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","623","1","-1","1","40","-1135427397","92","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","624","1","-1","1","60","1241739555","47","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","625","1","-1","1","40","-1135427397","47","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","608242189","626","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","627","1","-1","1","7","-1","41","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-186854830","628","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-561655662","629","2","-1","1","0","-1","-1","-1","162135","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1993550104","630","2","-1","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","631","1","-1","1","60","1241739555","33","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","632","1","-1","1","40","-1135427397","33","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","633","1","-1","1","60","1241739555","34","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","634","1","-1","1","40","-1135427397","34","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","635","0","51017","0","16","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","636","0","51019","0","12","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","637","0","51018","0","80","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","638","0","181741","1","20","-1","98","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","639","0","181741","1","0","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1266506293","640","2","-1","1","10","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","641","1","-1","1","20","1241739555","98","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","642","1","-1","1","40","-1135427397","98","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","643","1","-1","1","1","1918031012","98","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","644","1","-1","1","20","1241739555","95","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","645","1","-1","1","40","-1135427397","95","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","646","1","-1","1","1","1918031012","95","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","647","1","-1","1","20","1241739555","97","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","648","1","-1","1","40","-1135427397","97","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","649","1","-1","1","1","1918031012","97","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","650","1","-1","1","20","1241739555","96","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","651","1","-1","1","40","-1135427397","96","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","652","1","-1","1","1","1918031012","96","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","653","1","-1","1","20","1241739555","99","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","654","1","-1","1","40","-1135427397","99","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","655","1","-1","1","1","1918031012","99","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","656","0","184230","1","100","-1","99","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","657","0","184229","1","100","-1","99","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","658","0","184226","1","100","-1","99","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","721065374","659","2","-1","1","100","-1","-1","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","-1","660","1","-1","0.01","1","-1","46","-1","-1","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","554362535","661","2","-1","1","0","-1","-1","-1","167796","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","1114094521","662","2","-1","1","0","-1","-1","-1","167803","1","0"
"TRUE","0","0","-1","-1","-1","-1","-1","-1","0","2054863887","663","2","-1","1","0","-1","-1","-1","-1","1","0"
